Title,Author,Book_Ref,Class_Code,Imprint,Publisher_Group,Rank,Volume,RRP,ASP,Binding,Pub_Date
Matched Matched,Condie; Ally,11902,YT014F,Peacote Books,Emu Group,3656,7007,9.99,8.09,Hardback,02/12/2010
Matilda My Roald Dahl,Dahl; Roald,10214,CN001F,Peacote Books,Emu Group,22,31798,7.99,6.02,Hardback,06/09/2007
Matter,Banks; Iain M,11868,SN010F,Spinning,Large Red Book Company,3560,7165,8.99,7.79,Paperback,05/02/2009
Matterhorn,Marlantes; Karl,10598,GL002F,Corus,Gove Pacific Group,482,22763,8.99,5.89,Paperback,01/05/2011
Matters of the Heart,Steel; Danielle,12230,GL002F,Knine Books,Transformation Group,4469,5954,7.99,5.88,Paperback,26/12/2009
Maximum Ride Angel Maximum Ride,Patterson; James,11981,CE003F,Decade,Fletchers Green Group,3856,6740,12.99,8.71,Hardback,03/03/2011
Maximum Ride Fang Maximum Ride,Patterson; James,10848,GL002F,Quiver Books,Fletchers Green Group,1053,16269,6.99,4.61,Paperback,06/01/2011
Maximum Security Bk3 CHERUB,Muchamore; Robert,10677,CN001F,Sinclair Childrens Books,Sinclair Books,673,20478,6.99,5.57,Paperback,16/04/2005
May Contain Nuts World of Norm,Meres; Jonathan,11214,CN001F,Mistletow Books,Sinclair Books,1949,11119,5.99,4.86,Paperback,01/09/2011
Mayan Conspiracy; The,Brown; Graham,10906,CE003F,Edmunds Press,Fletchers Green Group,1188,15359,6.99,4.3,Paperback,23/06/2011
Mayan Prophecy; The The Mayan Trilogy,Alten; Steve,10325,CE003F,Oak Publishing Plc,Oak Group,44,31426,6.99,4.54,Paperback,03/03/2011
Mayan Resurrection; The The Mayan Trilogy,Alten; Steve,10978,CE003F,Oak Publishing Plc,Oak Group,1341,14058,6.99,4.12,Paperback,04/08/2011
Medusa Amulet; The,Masello; Robert,10793,CE003F,Antique,Fletchers Green Group,934,17542,6.99,4.46,Paperback,23/06/2011
Medusa Project The Thief/Walking the Walls; The,McKenzie; Sophie & Higgins; Chris,11839,YT014F,Sinclair Childrens Books,David Banks International,3497,7293,1,0.91,Paperback,04/03/2010
Meerkat Madness,Whybrow; Ian,10717,CN001F,Hyperturner Childrens Books,Collin Turner Group,773,19229,4.99,3.6,Paperback,03/03/2011
Meerkat Mail,Gravett; Emily,11895,PS008F,Millen Childrens Books,Panda Millen Group,3632,7069,5.99,4.64,Paperback,03/08/2007
Meet Me at the Cupcake Cafe,Colgan; Jenny,10103,GL002F,Ellipses,Large Red Book Company,170,28111,7.99,4.77,Paperback,14/04/2011
Meg and Mog Meg and Mog,Nicoll; Helen & Pienkowski; Jan,12370,PS008F,Peacote Books,Emu Group,4838,4468,5.99,5.35,Paperback,06/09/2007
Meg and Mog Three Favourite Stories Meg and Mog,Nicoll; Helen,11404,PS008F,Peacote Books,Emu Group,2470,9516,7.99,7.56,Paperback,07/04/2011
Melancholy Death of Oyster Boy; The,Burton; Tim,11838,SY011F,Sabre and Sabre,Sabre Group,3493,7302,8.99,4.01,Paperback,18/11/2004
Meltdown,Elton; Ben,12234,GL002F,Read Duck,Transformation Group,4614,5928,7.99,6.92,Paperback,08/07/2010
Memory Keeper's Daughter; The,Edwards; Kim,11012,GL002F,Emu Books,Emu Group,1433,13396,7.99,5.38,Paperback,07/04/2007
Memory of Love; The,Forna; Aminatta,10477,GL002F,Boe Publishing PLC,Boe Bells Group,174,28034,7.99,6.21,Paperback,07/03/2011
Men at Work Quick Read,Gayle; Mike,12115,GL002F,Sinclair & White Ltd,Sinclair Books,4197,6274,1.99,1.85,Paperback,18/02/2011
Men from the Boys,Parsons; Tony,10365,GL002F,Brooklyn,Collin Turner Group,83,30175,7.99,5.45,Paperback,20/01/2011
Men I Loved Before,Parks; Adele,10221,GL002F,Deadline Review,Deadline Group,2676,8974,7.99,4.81,Paperback,31/03/2011
Mercy,Adler-Olsen; Jussi,10241,CE003F,Emu Books,Emu Group,2563,9280,6.99,4.53,Paperback,12/05/2011
Mia the Bridesmaid Fairy Rainbow Magic,Meadows; Daisy,11807,CN001F,Mistletow Books,Sinclair Books,3404,7430,5.99,5.08,Paperback,07/05/2009
Midas Code; The,Morrison; Boyd,10686,CE003F,Ellipses,Large Red Book Company,696,20263,6.99,4.33,Paperback,04/08/2011
Middle School The Worst Years of My Life,Patterson; James,10532,YT014F,Quiver Old,Fletchers Green Group,306,25681,9.99,7.25,Hardback,07/07/2011
Midnight,Cox; Josephine,10126,GL002F,Brooklyn,Collin Turner Group,760,19398,7.99,4.16,Paperback,17/11/2011
Midnight,Leather; Stephen,10563,CE003F,Sinclair Paperback,Sinclair Books,386,24343,6.99,4.45,Paperback,28/04/2012
Midnight,Cox; Josephine,10777,GL002F,Hyperturner Publishers,Collin Turner Group,895,17966,18.99,9.96,Hardback,17/02/2011
Midnight,Wilson; Jacqueline,12026,CN001F,Knine Yearling Books,Transformation Group,3955,6604,5.99,4.99,Paperback,09/10/2008
Midnight,Leather; Stephen,12246,CE003F,Sinclair & White Ltd,Sinclair Books,4508,5904,12.99,8.9,Hardback,20/01/2011
Midnight Palace; The,Zafon; Carlos Ruiz,10001,YT014F,Winterland & Nicolson,Shallot Group,3416,7413,12.99,9.15,Hardback,02/06/2011
Midnight Vampire Diaries,Smith; L J,10183,YT014F,Sinclair Childrens Books,Sinclair Books,209,27008,7.99,6.46,Hardback,03/03/2011
Midnight Vampire Diaries The Return,Smith; L J,11840,YT014F,Sinclair Childrens Books,Sinclair Books,3498,7287,6.99,4.92,Paperback,05/05/2011
Midwife's Confession; The Mia,Chamberlain; Diane,10118,GL002F,Mia Books,Harley Quin (UK) Ltd Group,481,22763,7.99,4.48,Paperback,17/06/2011
Mildred Pierce,Cain; James M,11252,CE003F,Stella,Shallot Group,2061,10739,7.99,6.27,Paperback,23/06/2011
Millennium Falcon Manual Modified YT1300 Corellian Freighter,Wyndham; Ryder,11659,SN010F,Donna Hayes & Co Ltd,Hayes Group,3050,8086,14.99,9.56,Hardback,20/10/2011
Millicent and Meer,Byrne; Richard,11067,PS008F,Gary & Balding Childrens Books,Gary & Balding Group,1563,12796,5.99,4.11,Paperback,03/03/2011
Millions,Cottrell Boyce; Frank,11844,CN001F,Millen Childrens Books,Panda Millen Group,3502,7261,5.99,4.77,Paperback,06/06/2008
Minding Frankie,Binchy; Maeve,10021,GL002F,Constellation,Shallot Group,617,21076,7.99,4.76,Paperback,09/06/2012
Minding Frankie,Binchy; Maeve,10889,GL002F,Constellation,Shallot Group,1156,15602,12.99,9.5,Hardback,17/02/2011
Mini Shopaholic,Kinsella; Sophie,10023,GL002F,Read Duck,Transformation Group,436,23433,7.99,4.6,Paperback,21/07/2011
Mini Shopaholic,Kinsella; Sophie,11435,GL002F,Poultry Press,Transformation Group,2546,9329,13.99,11.92,Hardback,02/09/2010
Minos the Demon Bull Beast Quest,Blade; Adam,12007,CN001F,Mistletow Books,Sinclair Books,3913,6675,4.99,3.69,Paperback,01/09/2011
Miracle Cure,Coben; Harlan,10034,CE003F,Constellation,Shallot Group,1037,16433,7.99,4.63,Paperback,09/06/2011
Miracle on Regent Street,Harris; Ali,10517,GL002F,Gary & Balding Ltd,Gary & Balding Group,261,26330,6.99,3.86,Paperback,13/10/2011
Misadventures of Winnie the Witch; The,Owen; Laura,12123,CN001F,Kings Press,OAP Group,4209,6245,10.99,8.11,Hardback,06/10/2011
Mist,James; Kathryn,12359,YT014F,Sinclair Childrens Books,Sinclair Books,4764,5643,6.99,4.79,Paperback,01/09/2011
Mister Pip,Jones; Lloyd,12286,GL002F,Nigel White Publishers Ltd,Sinclair Books,4597,5826,7.99,5.9,Paperback,10/01/2008
Mistletoe Kiss; A,Flynn; Katie,11009,GL002F,Quiver Books,Fletchers Green Group,1424,13442,6.99,4.89,Paperback,11/11/2010
Mistletow Book of Aesop's Fables; The,Morpurgo; Michael,12023,CN001F,Mistletow Books,Sinclair Books,3950,6613,12.99,10.02,Hardback,21/10/2004
Mockingjay Hunger Games Trilogy,Collins; Suzanne,10292,YT014F,Solar,Solar Group Ltd,73,30395,7.99,5.25,Paperback,25/08/2010
Mog the Forgetful Cat,Kerr; Judith,10785,PS008F,Hyperturner Childrens Books,Collin Turner Group,912,17796,5.99,4.31,Hardback,07/02/2005
Mog the Forgetful Cat,Kerr; Judith,11973,PS008F,Hyperturner Childrens Books,Collin Turner Group,3831,6771,5.99,4.5,Paperback,04/03/2010
Moment; The,Kennedy; Douglas,10544,GL002F,Starsky,Fletchers Green Group,339,25030,9.99,7.68,Paperback,28/04/2011
Monday to Friday Man,Peterson; Alice,11116,RE009F,Oak Publishing Plc,Oak Group,1708,12300,6.99,4.01,Paperback,21/07/2011
Monkey Puzzle,Donaldson; Julia,10170,PS008F,Millen Childrens Books,Panda Millen Group,1043,16377,6.99,4.69,Paperback,11/08/2000
Monkey Puzzle,Donaldson; Julia,10952,PS008F,Millen Childrens Books,Panda Millen Group,1278,14652,5.99,4.23,Hardback,09/10/2009
Monster Calls; A,Dowd; Siobhan & Ness; Patrick,11886,YT014F,Seabrook Books Ltd,Seabrook Group,3607,7108,12.99,10.34,Hardback,05/05/2011
Monster High,Harrison; Lisi,12208,YT014F,Proton,Large Red Book Company,4396,6021,6.99,4.6,Paperback,02/09/2010
Monster in the Box; The,Rendell; Ruth,11869,CE003F,Quiver Books,Fletchers Green Group,3562,7159,7.99,6.93,Paperback,05/08/2010
Monsters of Men,Ness; Patrick,11443,YT014F,Seabrook Books Ltd,Seabrook Group,2562,9285,7.99,6.62,Paperback,04/10/2010
Monstersaurus!,Freedman; Claire,12091,PS008F,Gary & Balding Childrens Books,Gary & Balding Group,4125,6342,10.99,7.38,Hardback,29/09/2011
Moon Over Soho,Aaronovitch; Ben,11568,SN010F,Gollileth,Shallot Group,2856,8544,12.99,9.54,Hardback,21/04/2011
Moon Over Soho,Aaronovitch; Ben,11721,SN010F,Gollileth,Shallot Group,3220,7826,7.99,6.34,Paperback,13/10/2011
Moonlight Mile,Lehane; Dennis,10560,CE003F,Abacube,Large Red Book Company,378,24431,7.99,5.2,Paperback,23/06/2011
More Meerkat Madness,Whybrow; Ian,11275,CN001F,Hyperturner Childrens Books,Collin Turner Group,2124,10511,4.99,3.56,Paperback,04/08/2011
More William,Crompton; Richmal,11453,CN001F,Millen Childrens Books,Panda Millen Group,2583,9200,5.99,4.5,Paperback,03/12/2010
Mort Discworld Novel,Pratchett; Terry,12254,SN010F,Knine Books,Transformation Group,4531,5893,7.99,5.98,Paperback,18/11/1988
Mortal Kiss,Moss; Alice,11700,YT014F,Poultry Children,Transformation Group,3157,7906,6.99,4.26,Paperback,06/01/2011
Mortaxe the Skeleton Warrior Beast Quest,Blade; Adam,10753,CN001F,Mistletow Books,Sinclair Books,841,18407,5.99,4.47,Paperback,07/10/2010
Moses Legacy; The,Palmer; Adam,10707,CE003F,Shire,Collin Turner Group,756,19472,6.99,4.65,Paperback,26/05/2011
Most Coveted Prize; The Jacquard & Babbage Modern,Jordan; Penny,12314,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,4661,5747,3.3,3.08,Paperback,16/09/2011
Moth Smoke,Hamid; Mohsin,10719,GL002F,Emu Books,Emu Group,777,19149,7.99,6.59,Paperback,05/05/2011
Mothers & Daughters,Long; Kate,10543,GL002F,Gary & Balding Ltd,Gary & Balding Group,334,25147,6.99,4.69,Paperback,03/03/2011
Mother's Gift; A,Hope; Maggie,11143,GL002F,Edmunds Press,Fletchers Green Group,1771,11937,5.99,3.77,Paperback,24/11/2011
Mother's Gift; A WITH The Matchmakers,Macomber; Debbie,10746,GL002F,Mia Books,Harley Quin (UK) Ltd Group,832,18620,7.99,4.8,Paperback,18/03/2011
Mother's Ruin,Neale; Kitty,10294,RE009F,Shire,Collin Turner Group,336,25077,6.99,4.16,Paperback,09/12/2010
Mother's Secret; A,Court; Dilly,10113,RE009F,Quiver Books,Fletchers Green Group,434,23470,5.99,4.41,Paperback,03/03/2011
Mother's Wish; A,Court; Dilly,11614,RE009F,Quiver Books,Fletchers Green Group,2958,8335,5.99,4.71,Paperback,18/02/2010
Mr Birthday Sparkly Mr Men Stories,Hargreaves; Roger,10671,PS008F,Ravenglass Books,Egburt Books Group,660,20603,2.99,2.28,Paperback,02/06/2008
Mr Bounce Mr Men Classic Library,Hargreaves; Roger,11885,PS008F,Ravenglass Books,Egburt Books Group,3605,7112,2.5,2.21,Paperback,02/06/2008
Mr Brave Mr Men Classic Library,Hargreaves; Roger,12320,PS008F,Ravenglass Books,Egburt Books Group,4675,5733,2.5,2.24,Paperback,02/06/2008
Mr Bump and the Knight Sparkly Mr Men Stories,Hargreaves; Roger,11798,PS008F,Ravenglass Books,Egburt Books Group,3383,7448,2.99,2.6,Paperback,02/06/2008
Mr Bump Mr Men Classic Library,Hargreaves; Roger,10939,PS008F,Ravenglass Books,Egburt Books Group,1259,14782,2.5,2.2,Paperback,02/06/2008
Mr Chatterbox Mr Men Classic Library,Hargreaves; Roger,12267,PS008F,Ravenglass Books,Egburt Books Group,4561,5864,2.5,2.25,Paperback,02/06/2008
Mr Cheerful Mr Men Classic Library,Hargreaves; Roger,12282,PS008F,Ravenglass Books,Egburt Books Group,4587,5836,2.5,2.19,Paperback,02/06/2008
Mr Christmas Sparkly Mr Men Stories,Hargreaves; Roger,11298,PS008F,Ravenglass Books,Egburt Books Group,2182,10288,2.99,2.39,Paperback,02/06/2008
Mr Cool Mr Men Classic Library,Hargreaves; Roger,11358,PS008F,Ravenglass Books,Egburt Books Group,2360,9811,2.5,2.19,Paperback,02/06/2008
Mr Daydream Mr Men Classic Library,Hargreaves; Roger,12140,PS008F,Ravenglass Books,Egburt Books Group,4266,6204,2.5,2.25,Paperback,02/06/2008
Mr Funny Mr Men Classic Library,Hargreaves; Roger,11349,PS008F,Ravenglass Books,Egburt Books Group,2324,9840,2.5,2.19,Paperback,02/06/2008
Mr Good Mr Men Classic Library,Hargreaves; Roger,11991,PS008F,Ravenglass Books,Egburt Books Group,3875,6714,2.5,2.26,Paperback,02/06/2008
Mr Greedy Mr Men Classic Library,Hargreaves; Roger,11385,PS008F,Ravenglass Books,Egburt Books Group,2424,9588,2.5,2.17,Paperback,02/06/2008
Mr Grumpy Mr Men Classic Library,Hargreaves; Roger,11782,PS008F,Ravenglass Books,Egburt Books Group,3351,7504,2.5,2.25,Paperback,02/06/2008
Mr Gum and the Biscuit Billionaire,Stanton; Andy,10613,CN001F,Ravenglass Books,Egburt Books Group,516,22420,5.99,4.77,Paperback,05/02/2007
Mr Gum and the Cherry Tree,Stanton; Andy,10886,CN001F,Ravenglass Books,Egburt Books Group,1149,15633,5.99,4.9,Paperback,03/05/2010
Mr Gum and the Dancing Bear,Stanton; Andy,10973,CN001F,Ravenglass Books,Egburt Books Group,1324,14162,5.99,4.87,Paperback,01/09/2008
Mr Gum and the Goblins,Stanton; Andy,10675,CN001F,Ravenglass Books,Egburt Books Group,669,20515,5.99,4.43,Paperback,06/08/2007
Mr Gum and the Power Crystals,Stanton; Andy,10737,CN001F,Ravenglass Books,Egburt Books Group,812,18837,5.99,4.38,Paperback,04/02/2008
Mr Gum and the Secret Hideout,Stanton; Andy,10391,CN001F,Ravenglass Books,Egburt Books Group,2410,9604,5.99,4.69,Paperback,01/11/2010
Mr Happy Mr Men Classic Library,Hargreaves; Roger,10910,PS008F,Ravenglass Books,Egburt Books Group,1194,15279,2.5,2.14,Paperback,02/06/2008
Mr Jelly and the Pirates Sparkly Mr Men Stories,Hargreaves; Roger,11160,PS008F,Ravenglass Books,Egburt Books Group,1817,11754,2.99,2.35,Paperback,02/06/2008
Mr Jelly Mr Men Classic Library,Hargreaves; Roger,11666,PS008F,Ravenglass Books,Egburt Books Group,3072,8046,2.5,2.14,Paperback,02/06/2008
Mr Men 12 Days of Christmas,Hargreaves; Roger,11429,PS008F,Ravenglass Books,Egburt Books Group,2527,9363,2.99,2.33,Paperback,07/09/2009
Mr Men A White Christmas,Hargreaves; Roger,11187,PS008F,Ravenglass Books,Egburt Books Group,1881,11361,2.99,2.47,Paperback,01/09/2010
Mr Men Christmas Pantomime,Hargreaves; Roger,11212,PS008F,Ravenglass Books,Egburt Books Group,1945,11140,2.99,2.3,Paperback,06/09/2010
Mr Men the Night Before Christmas,Hargreaves; Roger,10948,PS008F,Ravenglass Books,Egburt Books Group,1269,14700,2.99,2.42,Paperback,01/09/2008
Mr Messy Mr Men Classic Library,Hargreaves; Roger,11178,PS008F,Ravenglass Books,Egburt Books Group,1858,11428,2.5,2.15,Paperback,02/06/2008
Mr Noisy Mr Men Classic Library,Hargreaves; Roger,11473,PS008F,Ravenglass Books,Egburt Books Group,2620,9094,2.5,2.16,Paperback,02/06/2008
Mr Nosey and the Beanstalk,Hargreaves; Roger,11246,PS008F,Ravenglass Books,Egburt Books Group,2049,10785,2.99,2.34,Paperback,02/03/2009
Mr Nosey Mr Men Classic Library,Hargreaves; Roger,11758,PS008F,Ravenglass Books,Egburt Books Group,3291,7647,2.5,2.14,Paperback,02/06/2008
Mr Rude Mr Men Classic Library,Hargreaves; Roger,11972,PS008F,Ravenglass Books,Egburt Books Group,3828,6773,2.5,2.19,Paperback,02/06/2008
Mr Silly Mr Men Classic Library,Hargreaves; Roger,11551,PS008F,Ravenglass Books,Egburt Books Group,2810,8624,2.5,2.19,Paperback,02/06/2008
Mr Small Mr Men Classic Library,Hargreaves; Roger,12264,PS008F,Ravenglass Books,Egburt Books Group,4557,5870,2.5,2.22,Paperback,02/06/2008
Mr Sneeze Mr Men Classic Library,Hargreaves; Roger,11557,PS008F,Ravenglass Books,Egburt Books Group,2831,8603,2.5,2.12,Paperback,02/06/2008
Mr Snow Mr Men Classic Library,Hargreaves; Roger,11658,PS008F,Ravenglass Books,Egburt Books Group,3048,8099,2.5,2.21,Paperback,02/06/2008
Mr Stink,Walliams; David,10087,CN001F,Hyperturner Childrens Books,Collin Turner Group,298,25800,9.99,8.06,Hardback,27/05/2010
Mr Strong Mr Men Classic Library,Hargreaves; Roger,11672,PS008F,Ravenglass Books,Egburt Books Group,3087,8030,2.5,2.25,Paperback,02/06/2008
Mr Tall Mr Men Classic Library,Hargreaves; Roger,11572,PS008F,Ravenglass Books,Egburt Books Group,2863,8538,2.5,2.19,Paperback,02/06/2008
Mr Tickle and the Dragon Sparkly Mr Men Stories,Hargreaves; Roger,11335,PS008F,Ravenglass Books,Egburt Books Group,2278,10007,2.99,2.37,Paperback,02/06/2008
Mr Tickle Mr Men Classic Library,Hargreaves; Roger,10654,PS008F,Ravenglass Books,Egburt Books Group,615,21107,2.5,2.15,Paperback,02/06/2008
Mrs Pepperpot Stories Black Squirrel Summer Reading Collections,Proysen; Alf,11287,CN001F,Black Squirrel,Fletchers Green Group,2152,10396,6.99,5.97,Paperback,27/07/2000
Mum on the Run,Gibson; Fiona,10238,GL002F,Shire,Collin Turner Group,990,17077,6.99,4.64,Paperback,17/02/2011
Muncle Trogg,Foxley; Janet,11801,CN001F,Poultry House,Solar Group Ltd,3393,7441,5.99,4.96,Paperback,03/02/2011
Murder Club,Pearson; Mark,10994,CE003F,Quiver Books,Fletchers Green Group,1394,13636,6.99,3.95,Paperback,13/10/2011
Museum of Innocence; The,Pamuk; Orhan,11352,GL002F,Sabre and Sabre,Sabre Group,2338,9835,7.99,6.58,Paperback,02/09/2010
My Alfie Collection,Hughes; Shirley,11959,PS008F,Codley Head Childrens Books,Fletchers Green Group,3795,6821,6.99,5.7,Hardback,01/09/2011
My Dads a Policeman,Glass; Cathy,10841,GL002F,Brooklyn Element,Collin Turner Group,1041,16405,1.99,1.81,Paperback,17/02/2011
My First Gruffalo Animal Actions,Donaldson; Julia,12177,EG004F,Millen Childrens Books,Panda Millen Group,4328,6137,5.99,4.67,Hardback,15/04/2011
My First Gruffalo Colours,Donaldson; Julia,11368,EG004F,Millen Childrens Books,Panda Millen Group,2381,9715,5.99,4.72,Hardback,15/04/2011
My First Gruffalo Numbers,Donaldson; Julia,12174,EG004F,Millen Childrens Books,Panda Millen Group,4323,6139,5.99,4.61,Hardback,15/04/2011
My First Gruffalo Opposites,Donaldson; Julia,11692,EG004F,Millen Childrens Books,Panda Millen Group,3136,7941,5.99,4.73,Hardback,15/04/2011
My Large Box of Bedtime Rhymes,Rascek; Sanja,11976,PS008F,Large Tiger Press,Large Tiger P Group,4496,6764,4.99,2.91,Hardback,16/10/2010
My Large Box of Nursery Rhymes,Rescek; Sanja,11751,PS008F,Large Tiger Press,Large Tiger P Group,3281,7673,4.99,3.2,Hardback,30/09/2010
My Pet Show Panic! Humphrey's Tiny Tales,Birney; Betty G,11734,CN001F,Sabre Childrens Books,Sabre Group,3244,7748,3.99,3.38,Paperback,03/03/2011
My Single Friend,Costello; Jane,10946,GL002F,Rockit Books,Gary & Balding Group,1266,14705,6.99,4.85,Paperback,15/04/2010
My Sister Jodie,Wilson; Jacqueline,10317,CN001F,Knine Childrens,Transformation Group,71,30454,5.99,4.39,Paperback,12/03/2009
My Sister's Keeper,Picoult; Jodi,10723,GL002F,Sinclair Paperback,Sinclair Books,782,19077,7.99,5.66,Paperback,11/06/2009
My Soul to Save Soul Screamers Bk2 Mia,Vincent; Rachel,11805,YT014F,Mia Ink,Harley Quin (UK) Ltd Group,3402,7436,6.99,4.32,Paperback,18/02/2011
My Soul to Take Mia,Vincent; Rachel,11669,YT014F,Mia Ink,Harley Quin (UK) Ltd Group,3078,8037,6.99,4.51,Paperback,07/01/2011
My Summer Holiday Journal,Wilson; Jacqueline,12258,CN001F,Singleweek Childrens Books,Transformation Group,4540,5878,6.98,4.88,Hardback,07/07/2011
Mystery,Kellerman; Jonathan,10361,CE003F,Deadline Book Publishing,Deadline Group,341,25025,6.99,4.13,Paperback,13/10/2011
Mystery,Kellerman; Jonathan,11932,CE003F,Deadline Book Publishing,Deadline Group,3727,6914,12.99,8.34,Hardback,29/03/2011
Name of the Wind; The Kingkiller Chronicle,Rothfuss; Patrick,10747,SN010F,Gollileth,Shallot Group,833,18614,8.99,6.86,Paperback,12/06/2008
Name of This Book is Secret; The,Bosch; Pseudonymous,12336,CN001F,Osborne Publishing Ltd,Osborne Group,4712,5702,5.99,5.37,Paperback,30/05/2008
Nancy's War,Baker; Anne,10493,GL002F,Deadline Book Publishing,Deadline Group,200,27414,6.99,4.27,Paperback,03/02/2011
Nanny Returns,Kraus; Nicola & McLaughlin; Emma,11394,GL002F,Gary & Balding Ltd,Gary & Balding Group,2447,9548,6.99,4.41,Paperback,20/01/2011
Nanook the Snow Monster Beast Quest,Blade; Adam,11072,CN001F,Mistletow Books,Sinclair Books,1570,12760,4.99,3.96,Paperback,05/07/2007
Narga the Sea Monster Beast Quest,Blade; Adam,11912,CN001F,Mistletow Books,Sinclair Books,3678,6976,4.99,3.96,Paperback,02/10/2008
Natalie the Christmas Stocking Fairy 2011 Rainbow Magic,Meadows; Daisy,10867,CN001F,Mistletow Books,Sinclair Books,1110,15962,5.99,4.18,Paperback,03/11/2011
Naughtiest Girl Again; The,Blyton; Enid,11282,CN001F,Sinclair Childrens Books,Sinclair Books,2140,10456,4.99,4,Paperback,17/05/2007
